DATE,Close,Index_predicted,Return,mean_of_group,r_cat,top_pred,top_prob
2017-08-04,2476.83,2456.390663297446,0.0018890363083294837,0.0023964743428819806,"(0.0017, 0.00317]",-0.006378768648693483,0.9559823274612427
2017-08-07,2480.91,2479.2261115192514,0.001647266869345021,0.0009674105688525431,"(0.000234, 0.0017]",0.0009674105688525431,0.9998718500137329
2017-08-08,2474.92,2461.3978430018597,-0.002414436638168982,-0.0019523752805196924,"(-0.0027, -0.00124]",-0.007864919323208085,0.9815919399261475
2017-08-09,2474.02,2477.314263765065,-0.0003636481179190021,-0.00048445804619154224,"(-0.00124, 0.000234]",0.0009674105688525431,0.8871352672576904
2017-08-10,2438.21,2479.9489254537766,-0.01447441815345063,-0.015194006176946382,"(-0.0159, -0.0145]",0.0023964743428819806,0.928714394569397
2017-08-11,2441.32,2440.5687501230823,0.0012755258980974293,0.0009674105688525431,"(0.000234, 0.0017]",0.0009674105688525431,0.5320426821708679
2017-08-14,2465.84,2436.5536271801616,0.01004374682548792,0.009770923485125748,"(0.00905, 0.0105]",-0.0019523752805196924,0.5968647599220276
2017-08-15,2464.61,2461.025754938283,-0.0004988158193557357,-0.00048445804619154224,"(-0.00124, 0.000234]",-0.0019523752805196924,0.9976733326911926
2017-08-16,2468.11,2477.8207050058904,0.0014201029777529683,0.0009674105688525431,"(0.000234, 0.0017]",0.005360160433452178,0.5579030513763428
2017-08-17,2430.01,2459.701129645391,-0.015436913265616137,-0.015194006176946382,"(-0.0159, -0.0145]",-0.0034070079350633593,0.993256688117981
2017-08-18,2425.55,2443.035243454893,-0.0018353833934839914,-0.0019523752805196924,"(-0.0027, -0.00124]",0.005360160433452178,0.9754392504692078
2017-08-21,2428.37,2449.249863459347,0.0011626229102676966,0.0009674105688525431,"(0.000234, 0.0017]",0.009770923485125748,0.5526218414306641
2017-08-22,2452.51,2434.189526400024,0.009940824503679613,0.009770923485125748,"(0.00905, 0.0105]",0.0023964743428819806,0.9993759989738464
2017-08-23,2444.04,2447.721780100773,-0.003453604674394928,-0.0034070079350633593,"(-0.00417, -0.0027]",-0.0019523752805196924,0.4644681215286255
2017-08-24,2438.97,2449.8970791529773,-0.002074434133647607,-0.0019523752805196924,"(-0.0027, -0.00124]",0.0023964743428819806,0.9910620450973511
2017-08-25,2443.05,2444.8149290280585,0.0016728373042720346,0.0009674105688525431,"(0.000234, 0.0017]",0.0023964743428819806,0.354934424161911
