idx_time,time,price,change,volume,amount,type,date,date_time
09:25:06,09:25:06,15.52,15.52,31814,49375328,买盘,2017-07-20,2017-07-20 09:25:06
09:29:03,09:29:03,15.52,--,0,0,买盘,2017-07-20,2017-07-20 09:29:03
09:30:00,09:30:00,15.55,0.03,20162,31352392,卖盘,2017-07-20,2017-07-20 09:30:00
09:30:03,09:30:03,15.52,-0.03,17577,27279566,卖盘,2017-07-20,2017-07-20 09:30:03
09:30:06,09:30:06,15.73,0.21,10836,17045028,卖盘,2017-07-20,2017-07-20 09:30:06
09:30:09,09:30:09,15.73,--,7556,11885588,卖盘,2017-07-20,2017-07-20 09:30:09
09:30:12,09:30:12,15.73,--,3845,6048185,卖盘,2017-07-20,2017-07-20 09:30:12
09:30:15,09:30:15,15.73,--,548,862004,卖盘,2017-07-20,2017-07-20 09:30:15
09:30:18,09:30:18,15.73,--,5908,9294007,卖盘,2017-07-20,2017-07-20 09:30:18
09:30:21,09:30:21,15.73,--,284,446732,卖盘,2017-07-20,2017-07-20 09:30:21
09:30:24,09:30:24,15.73,--,257,404261,卖盘,2017-07-20,2017-07-20 09:30:24
09:30:27,09:30:27,15.73,--,339,534269,卖盘,2017-07-20,2017-07-20 09:30:27
09:30:30,09:30:30,15.73,--,336,528528,卖盘,2017-07-20,2017-07-20 09:30:30
09:30:33,09:30:33,15.73,--,233,366509,卖盘,2017-07-20,2017-07-20 09:30:33
09:30:36,09:30:36,15.73,--,92,144716,卖盘,2017-07-20,2017-07-20 09:30:36
09:30:39,09:30:39,15.73,--,200,314600,卖盘,2017-07-20,2017-07-20 09:30:39
09:30:42,09:30:42,15.73,--,255,401115,卖盘,2017-07-20,2017-07-20 09:30:42
09:30:45,09:30:45,15.73,--,1197,1882881,卖盘,2017-07-20,2017-07-20 09:30:45
09:30:48,09:30:48,15.73,--,2219,3490487,卖盘,2017-07-20,2017-07-20 09:30:48
09:30:51,09:30:51,15.73,--,2568,4039464,卖盘,2017-07-20,2017-07-20 09:30:51
09:30:54,09:30:54,15.73,--,3118,4904614,卖盘,2017-07-20,2017-07-20 09:30:54
09:30:57,09:30:57,15.73,--,2220,3492594,卖盘,2017-07-20,2017-07-20 09:30:57
09:31:00,09:31:00,15.73,--,4818,7578714,卖盘,2017-07-20,2017-07-20 09:31:00
09:31:03,09:31:03,15.73,--,2844,4473612,卖盘,2017-07-20,2017-07-20 09:31:03
09:31:06,09:31:06,15.73,--,6396,10060908,卖盘,2017-07-20,2017-07-20 09:31:06
09:31:09,09:31:09,15.73,--,748,1176604,卖盘,2017-07-20,2017-07-20 09:31:09
09:31:12,09:31:12,15.73,--,936,1472328,卖盘,2017-07-20,2017-07-20 09:31:12
09:31:15,09:31:15,15.73,--,1072,1687246,卖盘,2017-07-20,2017-07-20 09:31:15
09:31:18,09:31:18,15.73,--,814,1280610,卖盘,2017-07-20,2017-07-20 09:31:18
09:31:21,09:31:21,15.73,--,405,637065,卖盘,2017-07-20,2017-07-20 09:31:21
09:31:24,09:31:24,15.73,--,1040,1635935,卖盘,2017-07-20,2017-07-20 09:31:24
09:31:27,09:31:27,15.73,--,93,146289,卖盘,2017-07-20,2017-07-20 09:31:27
09:31:30,09:31:30,15.73,--,113,177749,卖盘,2017-07-20,2017-07-20 09:31:30
09:31:33,09:31:33,15.73,--,95,149435,卖盘,2017-07-20,2017-07-20 09:31:33
09:31:36,09:31:36,15.73,--,95,149435,卖盘,2017-07-20,2017-07-20 09:31:36
09:31:39,09:31:39,15.73,--,172,270556,卖盘,2017-07-20,2017-07-20 09:31:39
09:31:42,09:31:42,15.73,--,44,69212,卖盘,2017-07-20,2017-07-20 09:31:42
09:31:45,09:31:45,15.73,--,167,262691,卖盘,2017-07-20,2017-07-20 09:31:45
09:31:48,09:31:48,15.73,--,97,152581,卖盘,2017-07-20,2017-07-20 09:31:48
09:31:51,09:31:51,15.73,--,73,114829,卖盘,2017-07-20,2017-07-20 09:31:51
09:31:54,09:31:54,15.73,--,116,182468,卖盘,2017-07-20,2017-07-20 09:31:54
09:31:57,09:31:57,15.73,--,37,58201,卖盘,2017-07-20,2017-07-20 09:31:57
09:32:00,09:32:00,15.73,--,62,97526,卖盘,2017-07-20,2017-07-20 09:32:00
09:32:03,09:32:03,15.73,--,92,144716,卖盘,2017-07-20,2017-07-20 09:32:03
09:32:06,09:32:06,15.73,--,4,6292,卖盘,2017-07-20,2017-07-20 09:32:06
09:32:09,09:32:09,15.73,--,20,31460,卖盘,2017-07-20,2017-07-20 09:32:09
09:32:12,09:32:12,15.73,--,90,141570,卖盘,2017-07-20,2017-07-20 09:32:12
09:32:15,09:32:15,15.73,--,26,40898,卖盘,2017-07-20,2017-07-20 09:32:15
09:32:21,09:32:21,15.73,--,5,7865,卖盘,2017-07-20,2017-07-20 09:32:21
