idx_time,time,price,change,volume,amount,type,date,date_time
09:25:03,09:25:03,11.27,11.27,19,21413,买盘,2017-08-10,2017-08-10 09:25:03
09:30:00,09:30:00,11.27,--,0,0,卖盘,2017-08-10,2017-08-10 09:30:00
09:30:03,09:30:03,11.35,0.08,312,354120,买盘,2017-08-10,2017-08-10 09:30:03
09:30:06,09:30:06,11.36,0.01,181,205616,买盘,2017-08-10,2017-08-10 09:30:06
09:30:09,09:30:09,11.36,--,74,84064,卖盘,2017-08-10,2017-08-10 09:30:09
09:30:12,09:30:12,11.37,0.01,23,26151,买盘,2017-08-10,2017-08-10 09:30:12
09:30:15,09:30:15,11.36,-0.01,3,3408,卖盘,2017-08-10,2017-08-10 09:30:15
09:30:18,09:30:18,11.38,0.02,28,31864,买盘,2017-08-10,2017-08-10 09:30:18
09:30:27,09:30:27,11.36,-0.02,15,17040,卖盘,2017-08-10,2017-08-10 09:30:27
09:30:30,09:30:30,11.38,0.02,57,64866,买盘,2017-08-10,2017-08-10 09:30:30
09:30:33,09:30:33,11.37,-0.01,73,83001,卖盘,2017-08-10,2017-08-10 09:30:33
09:30:36,09:30:36,11.37,--,25,28424,买盘,2017-08-10,2017-08-10 09:30:36
09:30:39,09:30:39,11.39,0.02,28,31892,买盘,2017-08-10,2017-08-10 09:30:39
09:30:54,09:30:54,11.39,--,31,35309,买盘,2017-08-10,2017-08-10 09:30:54
09:30:57,09:30:57,11.38,-0.01,12,13656,卖盘,2017-08-10,2017-08-10 09:30:57
09:31:00,09:31:00,11.39,0.01,100,113900,买盘,2017-08-10,2017-08-10 09:31:00
09:31:06,09:31:06,11.38,-0.01,5,5690,卖盘,2017-08-10,2017-08-10 09:31:06
09:31:18,09:31:18,11.37,-0.01,17,19329,卖盘,2017-08-10,2017-08-10 09:31:18
09:31:21,09:31:21,11.37,--,15,17055,卖盘,2017-08-10,2017-08-10 09:31:21
09:31:24,09:31:24,11.37,--,3,3410,卖盘,2017-08-10,2017-08-10 09:31:24
09:31:27,09:31:27,11.37,--,3,3410,买盘,2017-08-10,2017-08-10 09:31:27
09:31:30,09:31:30,11.37,--,19,21603,买盘,2017-08-10,2017-08-10 09:31:30
09:31:33,09:31:33,11.37,--,13,14780,买盘,2017-08-10,2017-08-10 09:31:33
09:31:36,09:31:36,11.37,--,37,42069,买盘,2017-08-10,2017-08-10 09:31:36
09:31:39,09:31:39,11.36,-0.01,53,60208,卖盘,2017-08-10,2017-08-10 09:31:39
09:31:42,09:31:42,11.36,--,5,5680,卖盘,2017-08-10,2017-08-10 09:31:42
