idx_time,time,price,change,volume,amount,type,date,date_time
09:25:03,09:25:03,37.1,37.1,1696,6292160,买盘,2017-06-26,2017-06-26 09:25:03
09:30:03,09:30:03,37.4,0.3,1154,4315960,买盘,2017-06-26,2017-06-26 09:30:03
09:30:06,09:30:06,37.3,-0.1,1234,4602820,卖盘,2017-06-26,2017-06-26 09:30:06
09:30:09,09:30:09,37.3,--,181,675130,卖盘,2017-06-26,2017-06-26 09:30:09
09:30:12,09:30:12,37.3,--,445,1659849,卖盘,2017-06-26,2017-06-26 09:30:12
09:30:15,09:30:15,37.65,0.35,238,896070,买盘,2017-06-26,2017-06-26 09:30:15
09:30:18,09:30:18,37.41,-0.24,89,332948,卖盘,2017-06-26,2017-06-26 09:30:18
09:30:21,09:30:21,37.41,--,32,119711,卖盘,2017-06-26,2017-06-26 09:30:21
09:30:24,09:30:24,37.65,0.24,139,523335,买盘,2017-06-26,2017-06-26 09:30:24
09:30:27,09:30:27,37.43,-0.22,29,108547,中性盘,2017-06-26,2017-06-26 09:30:27
09:30:30,09:30:30,37.41,-0.02,44,164603,买盘,2017-06-26,2017-06-26 09:30:30
09:30:33,09:30:33,37.65,0.24,41,154365,买盘,2017-06-26,2017-06-26 09:30:33
09:30:36,09:30:36,37.5,-0.15,12,45000,中性盘,2017-06-26,2017-06-26 09:30:36
09:30:39,09:30:39,38.0,0.5,391,1485800,买盘,2017-06-26,2017-06-26 09:30:39
09:30:42,09:30:42,37.89,-0.11,54,204606,卖盘,2017-06-26,2017-06-26 09:30:42
09:30:45,09:30:45,37.66,-0.23,116,436855,中性盘,2017-06-26,2017-06-26 09:30:45
09:30:48,09:30:48,37.88,0.22,12,45456,中性盘,2017-06-26,2017-06-26 09:30:48
09:30:51,09:30:51,37.96,0.08,27,102492,买盘,2017-06-26,2017-06-26 09:30:51
09:30:54,09:30:54,37.85,-0.11,4,15140,中性盘,2017-06-26,2017-06-26 09:30:54
09:30:57,09:30:57,37.45,-0.4,101,378245,卖盘,2017-06-26,2017-06-26 09:30:57
09:31:00,09:31:00,37.84,0.39,39,147576,买盘,2017-06-26,2017-06-26 09:31:00
09:31:03,09:31:03,37.8,-0.04,21,79380,卖盘,2017-06-26,2017-06-26 09:31:03
09:31:06,09:31:06,37.8,--,19,71820,卖盘,2017-06-26,2017-06-26 09:31:06
09:31:09,09:31:09,37.8,--,66,249479,卖盘,2017-06-26,2017-06-26 09:31:09
09:31:12,09:31:12,37.85,0.05,174,658590,买盘,2017-06-26,2017-06-26 09:31:12
09:31:15,09:31:15,37.78,-0.07,47,177566,买盘,2017-06-26,2017-06-26 09:31:15
09:31:18,09:31:18,37.68,-0.1,9,33912,中性盘,2017-06-26,2017-06-26 09:31:18
09:31:21,09:31:21,37.8,0.12,116,438479,买盘,2017-06-26,2017-06-26 09:31:21
09:31:24,09:31:24,37.73,-0.07,7,26410,买盘,2017-06-26,2017-06-26 09:31:24
09:31:27,09:31:27,37.73,--,26,98097,买盘,2017-06-26,2017-06-26 09:31:27
09:31:30,09:31:30,37.71,-0.02,471,1776141,中性盘,2017-06-26,2017-06-26 09:31:30
09:31:33,09:31:33,37.5,-0.21,14,52500,卖盘,2017-06-26,2017-06-26 09:31:33
09:31:36,09:31:36,37.49,-0.01,38,142462,卖盘,2017-06-26,2017-06-26 09:31:36
09:31:39,09:31:39,37.73,0.24,1575,5942474,买盘,2017-06-26,2017-06-26 09:31:39
09:31:42,09:31:42,37.5,-0.23,97,363750,卖盘,2017-06-26,2017-06-26 09:31:42
09:31:45,09:31:45,37.45,-0.05,24,89880,卖盘,2017-06-26,2017-06-26 09:31:45
09:31:48,09:31:48,37.45,--,10,37450,买盘,2017-06-26,2017-06-26 09:31:48
09:31:51,09:31:51,37.5,0.05,164,616762,买盘,2017-06-26,2017-06-26 09:31:51
09:31:54,09:31:54,37.45,-0.05,337,1264049,卖盘,2017-06-26,2017-06-26 09:31:54
09:31:57,09:31:57,37.45,--,13,48685,买盘,2017-06-26,2017-06-26 09:31:57
