idx_time,time,price,pchange,change,volume,amount,type,date,date_time
09:25:01,09:25:01,2.86,-0.35,0.0,917,262262,0,2017-06-27,2017-06-27 09:25:01
09:28:48,09:28:48,2.86,-0.35,0.0,0,0,??,2017-06-27,2017-06-27 09:28:48
09:30:03,09:30:03,2.87,0.00,0.01,901,258587,??,2017-06-27,2017-06-27 09:30:03
09:30:07,09:30:07,2.87,0.00,0.0,300,86100,??,2017-06-27,2017-06-27 09:30:07
09:30:12,09:30:12,2.87,0.00,0.0,72,20664,??,2017-06-27,2017-06-27 09:30:12
09:30:15,09:30:15,2.87,0.00,0.0,33,9471,??,2017-06-27,2017-06-27 09:30:15
09:30:15,09:30:15,2.87,0.00,0.0,33,9471,???,2017-06-27,2017-06-27 09:30:15
09:30:21,09:30:21,2.87,0.00,0.0,10,2870,??,2017-06-27,2017-06-27 09:30:21
09:30:24,09:30:24,2.87,0.00,0.0,6,1722,??,2017-06-27,2017-06-27 09:30:24
09:30:28,09:30:28,2.86,-0.35,-0.01,1,286,??,2017-06-27,2017-06-27 09:30:28
09:30:34,09:30:34,2.86,-0.35,0.0,1,286,??,2017-06-27,2017-06-27 09:30:34
09:30:37,09:30:37,2.86,-0.35,0.0,64,18304,??,2017-06-27,2017-06-27 09:30:37
09:30:52,09:30:52,2.87,0.00,0.01,7,2009,??,2017-06-27,2017-06-27 09:30:52
09:30:55,09:30:55,2.86,-0.35,-0.01,290,82940,??,2017-06-27,2017-06-27 09:30:55
09:31:04,09:31:04,2.87,0.00,0.01,240,68880,??,2017-06-27,2017-06-27 09:31:04
09:31:07,09:31:07,2.86,-0.35,-0.01,387,110682,??,2017-06-27,2017-06-27 09:31:07
09:31:10,09:31:10,2.87,0.00,0.01,132,37884,??,2017-06-27,2017-06-27 09:31:10
09:31:16,09:31:16,2.87,0.00,0.0,133,38171,??,2017-06-27,2017-06-27 09:31:16
09:31:25,09:31:25,2.87,0.00,0.0,5,1435,??,2017-06-27,2017-06-27 09:31:25
09:31:28,09:31:28,2.87,0.00,0.0,9,2583,??,2017-06-27,2017-06-27 09:31:28
09:31:52,09:31:52,2.87,0.00,0.0,100,28700,??,2017-06-27,2017-06-27 09:31:52
09:31:55,09:31:55,2.86,-0.35,-0.01,222,63492,??,2017-06-27,2017-06-27 09:31:55
09:31:58,09:31:58,2.86,-0.35,0.0,6,1716,??,2017-06-27,2017-06-27 09:31:58
