idx_time,time,price,change,volume,amount,type,date,date_time
09:25:03,09:25:03,79.5,79.5,7479,59461468,买盘,2017-06-29,2017-06-29 09:25:03
09:30:00,09:30:00,79.9,0.4,395,3158686,买盘,2017-06-29,2017-06-29 09:30:00
09:30:03,09:30:03,79.85,-0.05,4344,34692349,中性盘,2017-06-29,2017-06-29 09:30:03
09:30:06,09:30:06,79.7,-0.15,730,5822882,卖盘,2017-06-29,2017-06-29 09:30:06
09:30:09,09:30:09,79.9,0.2,212,1695957,买盘,2017-06-29,2017-06-29 09:30:09
09:30:12,09:30:12,79.8,-0.1,363,2896740,卖盘,2017-06-29,2017-06-29 09:30:12
09:30:15,09:30:15,79.7,-0.1,194,1546180,卖盘,2017-06-29,2017-06-29 09:30:15
09:30:18,09:30:18,79.85,0.15,280,2235800,买盘,2017-06-29,2017-06-29 09:30:18
09:30:21,09:30:21,79.7,-0.15,150,1199485,卖盘,2017-06-29,2017-06-29 09:30:21
09:30:24,09:30:24,79.96,0.26,166,1331334,买盘,2017-06-29,2017-06-29 09:30:24
09:30:27,09:30:27,79.8,-0.16,208,1665426,卖盘,2017-06-29,2017-06-29 09:30:27
09:30:30,09:30:30,79.88,0.08,366,2923608,买盘,2017-06-29,2017-06-29 09:30:30
09:30:33,09:30:33,79.9,0.02,158,1270090,中性盘,2017-06-29,2017-06-29 09:30:33
09:30:36,09:30:36,80.3,0.4,213,1714967,买盘,2017-06-29,2017-06-29 09:30:36
09:30:39,09:30:39,80.0,-0.3,587,4699440,卖盘,2017-06-29,2017-06-29 09:30:39
09:30:42,09:30:42,80.0,--,232,1861600,买盘,2017-06-29,2017-06-29 09:30:42
09:30:45,09:30:45,80.25,0.25,99,794475,买盘,2017-06-29,2017-06-29 09:30:45
09:30:48,09:30:48,80.0,-0.25,453,3629600,卖盘,2017-06-29,2017-06-29 09:30:48
09:30:51,09:30:51,80.0,--,451,3608000,卖盘,2017-06-29,2017-06-29 09:30:51
09:30:54,09:30:54,80.0,--,194,1552000,买盘,2017-06-29,2017-06-29 09:30:54
09:30:57,09:30:57,79.99,-0.01,550,4401849,中性盘,2017-06-29,2017-06-29 09:30:57
09:31:00,09:31:00,79.6,-0.39,428,3407198,卖盘,2017-06-29,2017-06-29 09:31:00
09:31:03,09:31:03,79.8,0.2,177,1412460,买盘,2017-06-29,2017-06-29 09:31:03
09:31:06,09:31:06,79.54,-0.26,729,5798466,卖盘,2017-06-29,2017-06-29 09:31:06
09:31:09,09:31:09,79.57,0.03,231,1843636,中性盘,2017-06-29,2017-06-29 09:31:09
09:31:12,09:31:12,79.32,-0.25,1224,9710354,卖盘,2017-06-29,2017-06-29 09:31:12
09:31:15,09:31:15,79.57,0.25,299,2385508,买盘,2017-06-29,2017-06-29 09:31:15
09:31:18,09:31:18,79.3,-0.27,231,1832781,卖盘,2017-06-29,2017-06-29 09:31:18
09:31:21,09:31:21,79.4,0.1,194,1545918,中性盘,2017-06-29,2017-06-29 09:31:21
09:31:24,09:31:24,79.2,-0.2,121,958320,卖盘,2017-06-29,2017-06-29 09:31:24
09:31:27,09:31:27,79.0,-0.2,540,4266000,卖盘,2017-06-29,2017-06-29 09:31:27
09:31:30,09:31:30,79.0,--,124,985130,卖盘,2017-06-29,2017-06-29 09:31:30
09:31:33,09:31:33,78.9,-0.1,231,1827955,卖盘,2017-06-29,2017-06-29 09:31:33
09:31:36,09:31:36,79.0,0.1,167,1319300,买盘,2017-06-29,2017-06-29 09:31:36
09:31:39,09:31:39,78.8,-0.2,73,575240,卖盘,2017-06-29,2017-06-29 09:31:39
09:31:42,09:31:42,78.0,-0.8,472,3681600,卖盘,2017-06-29,2017-06-29 09:31:42
09:31:45,09:31:45,78.0,--,70,546000,买盘,2017-06-29,2017-06-29 09:31:45
09:31:48,09:31:48,77.99,-0.01,40,311960,买盘,2017-06-29,2017-06-29 09:31:48
09:31:51,09:31:51,77.77,-0.22,173,1352886,卖盘,2017-06-29,2017-06-29 09:31:51
09:31:54,09:31:54,77.88,0.11,73,568524,中性盘,2017-06-29,2017-06-29 09:31:54
09:31:57,09:31:57,77.77,-0.11,113,879112,卖盘,2017-06-29,2017-06-29 09:31:57
09:32:00,09:32:00,78.0,0.23,126,988650,买盘,2017-06-29,2017-06-29 09:32:00
09:32:03,09:32:03,77.86,-0.14,346,2693956,卖盘,2017-06-29,2017-06-29 09:32:03
09:32:06,09:32:06,77.95,0.09,171,1332945,买盘,2017-06-29,2017-06-29 09:32:06
09:32:09,09:32:09,77.88,-0.07,83,651855,卖盘,2017-06-29,2017-06-29 09:32:09
09:32:12,09:32:12,78.7,0.82,47,369890,买盘,2017-06-29,2017-06-29 09:32:12
09:32:15,09:32:15,78.7,--,86,676820,买盘,2017-06-29,2017-06-29 09:32:15
09:32:18,09:32:18,78.6,-0.1,81,636660,中性盘,2017-06-29,2017-06-29 09:32:18
