idx_time,time,price,change,volume,amount,type,date,date_time
09:25:03,09:25:03,18.81,18.81,7837,14741396,买盘,2017-08-17,2017-08-17 09:25:03
09:30:03,09:30:03,18.84,0.03,4005,7545420,买盘,2017-08-17,2017-08-17 09:30:03
09:30:06,09:30:06,18.82,-0.02,5053,9509746,卖盘,2017-08-17,2017-08-17 09:30:06
09:30:09,09:30:09,18.85,0.03,647,1219595,买盘,2017-08-17,2017-08-17 09:30:09
09:30:12,09:30:12,18.83,-0.02,321,604443,卖盘,2017-08-17,2017-08-17 09:30:12
09:30:15,09:30:15,18.82,-0.01,131,246542,卖盘,2017-08-17,2017-08-17 09:30:15
09:30:18,09:30:18,18.84,0.02,1952,3677568,买盘,2017-08-17,2017-08-17 09:30:18
09:30:21,09:30:21,18.83,-0.01,629,1184407,卖盘,2017-08-17,2017-08-17 09:30:21
09:30:24,09:30:24,18.85,0.02,928,1749280,买盘,2017-08-17,2017-08-17 09:30:24
09:30:27,09:30:27,18.77,-0.08,369,692613,卖盘,2017-08-17,2017-08-17 09:30:27
09:30:30,09:30:30,18.8,0.03,400,752000,买盘,2017-08-17,2017-08-17 09:30:30
09:30:33,09:30:33,18.76,-0.04,323,605948,卖盘,2017-08-17,2017-08-17 09:30:33
09:30:36,09:30:36,18.74,-0.02,68,127431,卖盘,2017-08-17,2017-08-17 09:30:36
09:30:39,09:30:39,18.8,0.06,549,1032120,买盘,2017-08-17,2017-08-17 09:30:39
09:30:42,09:30:42,18.76,-0.04,494,926744,卖盘,2017-08-17,2017-08-17 09:30:42
09:30:45,09:30:45,18.77,0.01,285,534945,买盘,2017-08-17,2017-08-17 09:30:45
09:30:48,09:30:48,18.75,-0.02,343,643125,卖盘,2017-08-17,2017-08-17 09:30:48
09:30:51,09:30:51,18.76,0.01,401,752276,买盘,2017-08-17,2017-08-17 09:30:51
09:30:54,09:30:54,18.76,--,781,1465156,卖盘,2017-08-17,2017-08-17 09:30:54
09:30:57,09:30:57,18.74,-0.02,631,1182494,卖盘,2017-08-17,2017-08-17 09:30:57
09:31:00,09:31:00,18.75,0.01,270,506250,买盘,2017-08-17,2017-08-17 09:31:00
09:31:03,09:31:03,18.75,--,1450,2718750,买盘,2017-08-17,2017-08-17 09:31:03
09:31:06,09:31:06,18.74,-0.01,729,1366146,卖盘,2017-08-17,2017-08-17 09:31:06
09:31:09,09:31:09,18.73,-0.01,1490,2790770,卖盘,2017-08-17,2017-08-17 09:31:09
09:31:12,09:31:12,18.75,0.02,864,1620000,买盘,2017-08-17,2017-08-17 09:31:12
09:31:15,09:31:15,18.73,-0.02,1513,2833849,卖盘,2017-08-17,2017-08-17 09:31:15
09:31:18,09:31:18,18.72,-0.01,317,593424,中性盘,2017-08-17,2017-08-17 09:31:18
09:31:21,09:31:21,18.77,0.05,876,1644252,买盘,2017-08-17,2017-08-17 09:31:21
09:31:24,09:31:24,18.73,-0.04,306,573138,卖盘,2017-08-17,2017-08-17 09:31:24
09:31:27,09:31:27,18.73,--,467,874691,卖盘,2017-08-17,2017-08-17 09:31:27
09:31:30,09:31:30,18.77,0.04,363,681351,中性盘,2017-08-17,2017-08-17 09:31:30
09:31:33,09:31:33,18.73,-0.04,177,331521,卖盘,2017-08-17,2017-08-17 09:31:33
09:31:36,09:31:36,18.75,0.02,21,39375,卖盘,2017-08-17,2017-08-17 09:31:36
09:31:39,09:31:39,18.75,--,1359,2548500,卖盘,2017-08-17,2017-08-17 09:31:39
09:31:42,09:31:42,18.76,0.01,115,215740,买盘,2017-08-17,2017-08-17 09:31:42
09:31:45,09:31:45,18.76,--,171,320796,卖盘,2017-08-17,2017-08-17 09:31:45
09:31:48,09:31:48,18.77,0.01,235,441095,买盘,2017-08-17,2017-08-17 09:31:48
09:31:51,09:31:51,18.77,--,238,446726,买盘,2017-08-17,2017-08-17 09:31:51
09:31:54,09:31:54,18.77,--,837,1571049,买盘,2017-08-17,2017-08-17 09:31:54
09:31:57,09:31:57,18.76,-0.01,337,632212,中性盘,2017-08-17,2017-08-17 09:31:57
09:32:00,09:32:00,18.77,0.01,275,516175,卖盘,2017-08-17,2017-08-17 09:32:00
09:32:03,09:32:03,18.75,-0.02,1296,2430000,卖盘,2017-08-17,2017-08-17 09:32:03
09:32:06,09:32:06,18.75,--,100,187500,买盘,2017-08-17,2017-08-17 09:32:06
09:32:09,09:32:09,18.78,0.03,2738,5141964,买盘,2017-08-17,2017-08-17 09:32:09
09:32:12,09:32:12,18.75,-0.03,61,114375,卖盘,2017-08-17,2017-08-17 09:32:12
09:32:15,09:32:15,18.75,--,367,688125,卖盘,2017-08-17,2017-08-17 09:32:15
09:32:18,09:32:18,18.77,0.02,506,949762,买盘,2017-08-17,2017-08-17 09:32:18
09:32:21,09:32:21,18.77,--,83,155791,买盘,2017-08-17,2017-08-17 09:32:21
09:32:24,09:32:24,18.76,-0.01,497,932372,卖盘,2017-08-17,2017-08-17 09:32:24
09:32:27,09:32:27,18.77,0.01,268,503036,买盘,2017-08-17,2017-08-17 09:32:27
09:32:30,09:32:30,18.8,0.03,458,861040,买盘,2017-08-17,2017-08-17 09:32:30
09:32:33,09:32:33,18.75,-0.05,1210,2268750,卖盘,2017-08-17,2017-08-17 09:32:33
09:32:36,09:32:36,18.73,-0.02,723,1354179,卖盘,2017-08-17,2017-08-17 09:32:36
09:32:39,09:32:39,18.74,0.01,614,1150636,中性盘,2017-08-17,2017-08-17 09:32:39
09:32:42,09:32:42,18.73,-0.01,664,1243672,卖盘,2017-08-17,2017-08-17 09:32:42
