idx_time,time,price,change,volume,amount,type,date,date_time
09:25:03,09:25:03,35.05,35.05,386,1352930,买盘,2017-06-23,2017-06-23 09:25:03
09:30:03,09:30:03,35.05,--,0,0,卖盘,2017-06-23,2017-06-23 09:30:03
09:30:06,09:30:06,35.3,0.25,50,176500,买盘,2017-06-23,2017-06-23 09:30:06
09:30:09,09:30:09,35.3,--,2,7059,卖盘,2017-06-23,2017-06-23 09:30:09
09:30:18,09:30:18,35.3,--,45,158850,卖盘,2017-06-23,2017-06-23 09:30:18
09:30:21,09:30:21,35.3,--,7,24709,卖盘,2017-06-23,2017-06-23 09:30:21
09:30:24,09:30:24,35.3,--,32,112959,买盘,2017-06-23,2017-06-23 09:30:24
09:30:27,09:30:27,35.38,0.08,15,53070,买盘,2017-06-23,2017-06-23 09:30:27
09:30:30,09:30:30,35.38,--,43,152134,买盘,2017-06-23,2017-06-23 09:30:30
09:30:36,09:30:36,35.38,--,210,742980,卖盘,2017-06-23,2017-06-23 09:30:36
09:30:42,09:30:42,35.38,--,22,77836,卖盘,2017-06-23,2017-06-23 09:30:42
09:30:45,09:30:45,35.46,0.08,179,634734,买盘,2017-06-23,2017-06-23 09:30:45
09:30:51,09:30:51,35.46,--,47,166662,买盘,2017-06-23,2017-06-23 09:30:51
09:30:54,09:30:54,35.4,-0.06,14,49560,卖盘,2017-06-23,2017-06-23 09:30:54
09:30:57,09:30:57,35.44,0.04,7,24808,中性盘,2017-06-23,2017-06-23 09:30:57
09:31:00,09:31:00,35.4,-0.04,1,3540,卖盘,2017-06-23,2017-06-23 09:31:00
09:31:03,09:31:03,35.48,0.08,255,904739,买盘,2017-06-23,2017-06-23 09:31:03
09:31:09,09:31:09,35.48,--,150,532200,买盘,2017-06-23,2017-06-23 09:31:09
09:31:12,09:31:12,35.46,-0.02,2,7092,中性盘,2017-06-23,2017-06-23 09:31:12
09:31:15,09:31:15,35.32,-0.14,10,35320,卖盘,2017-06-23,2017-06-23 09:31:15
09:31:24,09:31:24,35.37,0.05,3,10611,买盘,2017-06-23,2017-06-23 09:31:24
09:31:27,09:31:27,35.34,-0.03,22,77748,卖盘,2017-06-23,2017-06-23 09:31:27
09:31:30,09:31:30,35.37,0.03,2,7073,中性盘,2017-06-23,2017-06-23 09:31:30
09:31:36,09:31:36,35.42,0.05,53,187726,买盘,2017-06-23,2017-06-23 09:31:36
09:31:39,09:31:39,35.42,--,30,106260,买盘,2017-06-23,2017-06-23 09:31:39
09:31:42,09:31:42,35.42,--,241,853622,买盘,2017-06-23,2017-06-23 09:31:42
09:31:48,09:31:48,35.37,-0.05,2,7073,买盘,2017-06-23,2017-06-23 09:31:48
09:31:51,09:31:51,35.35,-0.02,5,17675,卖盘,2017-06-23,2017-06-23 09:31:51
09:31:57,09:31:57,35.38,0.03,7,24766,买盘,2017-06-23,2017-06-23 09:31:57
09:32:00,09:32:00,35.4,0.02,25,88500,买盘,2017-06-23,2017-06-23 09:32:00
09:32:09,09:32:09,35.48,0.08,22,78056,买盘,2017-06-23,2017-06-23 09:32:09
09:32:15,09:32:15,35.48,--,14,49671,买盘,2017-06-23,2017-06-23 09:32:15
09:32:18,09:32:18,35.48,--,4,14191,买盘,2017-06-23,2017-06-23 09:32:18
09:32:21,09:32:21,35.5,0.02,2,7100,买盘,2017-06-23,2017-06-23 09:32:21
09:32:24,09:32:24,35.48,-0.02,2,7095,卖盘,2017-06-23,2017-06-23 09:32:24
09:32:27,09:32:27,35.41,-0.07,26,92065,卖盘,2017-06-23,2017-06-23 09:32:27
09:32:30,09:32:30,35.44,0.03,3,10632,买盘,2017-06-23,2017-06-23 09:32:30
09:32:33,09:32:33,35.5,0.06,10,35500,卖盘,2017-06-23,2017-06-23 09:32:33
09:32:36,09:32:36,35.5,--,15,53250,卖盘,2017-06-23,2017-06-23 09:32:36
09:32:39,09:32:39,35.54,0.04,18,63972,买盘,2017-06-23,2017-06-23 09:32:39
09:32:42,09:32:42,35.55,0.01,2,7109,买盘,2017-06-23,2017-06-23 09:32:42
09:32:45,09:32:45,35.55,--,19,67545,买盘,2017-06-23,2017-06-23 09:32:45
09:32:48,09:32:48,35.55,--,45,159975,买盘,2017-06-23,2017-06-23 09:32:48
09:32:51,09:32:51,35.55,--,11,39105,卖盘,2017-06-23,2017-06-23 09:32:51
09:32:54,09:32:54,35.54,-0.01,100,355400,卖盘,2017-06-23,2017-06-23 09:32:54
09:32:57,09:32:57,35.58,0.04,27,96066,买盘,2017-06-23,2017-06-23 09:32:57
09:33:00,09:33:00,35.61,0.03,35,124635,买盘,2017-06-23,2017-06-23 09:33:00
09:33:06,09:33:06,35.63,0.02,13,46319,卖盘,2017-06-23,2017-06-23 09:33:06
09:33:09,09:33:09,35.61,-0.02,22,78342,卖盘,2017-06-23,2017-06-23 09:33:09
09:33:12,09:33:12,35.68,0.07,24,85632,买盘,2017-06-23,2017-06-23 09:33:12
09:33:15,09:33:15,35.65,-0.03,100,356500,卖盘,2017-06-23,2017-06-23 09:33:15
09:33:18,09:33:18,35.68,0.03,115,410320,买盘,2017-06-23,2017-06-23 09:33:18
09:33:21,09:33:21,35.7,0.02,32,114240,买盘,2017-06-23,2017-06-23 09:33:21
09:33:24,09:33:24,35.7,--,108,385560,卖盘,2017-06-23,2017-06-23 09:33:24
09:33:27,09:33:27,35.68,-0.02,300,1070400,卖盘,2017-06-23,2017-06-23 09:33:27
09:33:30,09:33:30,35.79,0.11,6,21474,买盘,2017-06-23,2017-06-23 09:33:30
09:33:33,09:33:33,35.68,-0.11,67,241839,卖盘,2017-06-23,2017-06-23 09:33:33
09:33:36,09:33:36,35.7,0.02,12,42840,买盘,2017-06-23,2017-06-23 09:33:36
09:33:39,09:33:39,35.88,0.18,148,531024,买盘,2017-06-23,2017-06-23 09:33:39
09:33:42,09:33:42,35.88,--,5,17940,卖盘,2017-06-23,2017-06-23 09:33:42
09:33:45,09:33:45,35.88,--,7,25116,卖盘,2017-06-23,2017-06-23 09:33:45
09:33:48,09:33:48,35.8,-0.08,4,14319,中性盘,2017-06-23,2017-06-23 09:33:48
09:33:51,09:33:51,35.85,0.05,18,64530,买盘,2017-06-23,2017-06-23 09:33:51
09:33:54,09:33:54,35.85,--,7,25095,买盘,2017-06-23,2017-06-23 09:33:54
09:33:57,09:33:57,35.85,--,12,43020,买盘,2017-06-23,2017-06-23 09:33:57
09:34:00,09:34:00,35.74,-0.11,55,196570,卖盘,2017-06-23,2017-06-23 09:34:00
09:34:03,09:34:03,35.75,0.01,12,42900,买盘,2017-06-23,2017-06-23 09:34:03
09:34:06,09:34:06,35.75,--,6,21450,买盘,2017-06-23,2017-06-23 09:34:06
09:34:09,09:34:09,35.85,0.1,41,146985,买盘,2017-06-23,2017-06-23 09:34:09
09:34:12,09:34:12,35.8,-0.05,33,118139,卖盘,2017-06-23,2017-06-23 09:34:12
09:34:15,09:34:15,35.8,--,25,89500,卖盘,2017-06-23,2017-06-23 09:34:15
09:34:18,09:34:18,35.75,-0.05,37,132275,卖盘,2017-06-23,2017-06-23 09:34:18
09:34:21,09:34:21,35.8,0.05,145,519099,买盘,2017-06-23,2017-06-23 09:34:21
09:34:24,09:34:24,35.5,-0.3,544,1931200,卖盘,2017-06-23,2017-06-23 09:34:24
09:34:27,09:34:27,35.7,0.2,15,53550,买盘,2017-06-23,2017-06-23 09:34:27
09:34:30,09:34:30,35.5,-0.2,2,7100,卖盘,2017-06-23,2017-06-23 09:34:30
09:34:33,09:34:33,35.74,0.24,50,178700,买盘,2017-06-23,2017-06-23 09:34:33
09:34:36,09:34:36,35.74,--,40,142960,卖盘,2017-06-23,2017-06-23 09:34:36
09:34:39,09:34:39,35.75,0.01,6,21450,卖盘,2017-06-23,2017-06-23 09:34:39
09:34:42,09:34:42,35.75,--,12,42900,卖盘,2017-06-23,2017-06-23 09:34:42
09:34:45,09:34:45,35.52,-0.23,46,163392,卖盘,2017-06-23,2017-06-23 09:34:45
09:34:51,09:34:51,35.51,-0.01,141,500691,卖盘,2017-06-23,2017-06-23 09:34:51
09:34:54,09:34:54,35.5,-0.01,52,184600,卖盘,2017-06-23,2017-06-23 09:34:54
09:34:57,09:34:57,35.51,0.01,33,117183,买盘,2017-06-23,2017-06-23 09:34:57
09:35:00,09:35:00,35.5,-0.01,7,24850,中性盘,2017-06-23,2017-06-23 09:35:00
09:35:03,09:35:03,35.44,-0.06,31,109864,卖盘,2017-06-23,2017-06-23 09:35:03
09:35:06,09:35:06,35.5,0.06,67,237850,买盘,2017-06-23,2017-06-23 09:35:06
09:35:09,09:35:09,35.5,--,6,21300,买盘,2017-06-23,2017-06-23 09:35:09
09:35:12,09:35:12,35.42,-0.08,44,155848,卖盘,2017-06-23,2017-06-23 09:35:12
09:35:15,09:35:15,35.43,0.01,26,92118,买盘,2017-06-23,2017-06-23 09:35:15
09:35:18,09:35:18,35.43,--,38,134634,卖盘,2017-06-23,2017-06-23 09:35:18
09:35:21,09:35:21,35.5,0.07,36,127800,买盘,2017-06-23,2017-06-23 09:35:21
09:35:24,09:35:24,35.5,--,27,95850,买盘,2017-06-23,2017-06-23 09:35:24
09:35:27,09:35:27,35.43,-0.07,1,3543,买盘,2017-06-23,2017-06-23 09:35:27
09:35:30,09:35:30,35.5,0.07,29,102950,买盘,2017-06-23,2017-06-23 09:35:30
09:35:33,09:35:33,35.52,0.02,6,21312,买盘,2017-06-23,2017-06-23 09:35:33
09:35:36,09:35:36,35.5,-0.02,6,21300,买盘,2017-06-23,2017-06-23 09:35:36
09:35:39,09:35:39,35.5,--,14,49700,买盘,2017-06-23,2017-06-23 09:35:39
09:35:42,09:35:42,35.45,-0.05,63,223335,卖盘,2017-06-23,2017-06-23 09:35:42
09:35:48,09:35:48,35.45,--,139,492755,买盘,2017-06-23,2017-06-23 09:35:48
09:35:54,09:35:54,35.42,-0.03,65,230230,卖盘,2017-06-23,2017-06-23 09:35:54
09:35:57,09:35:57,35.45,0.03,89,315505,买盘,2017-06-23,2017-06-23 09:35:57
09:36:00,09:36:00,35.43,-0.02,18,63774,卖盘,2017-06-23,2017-06-23 09:36:00
09:36:03,09:36:03,35.4,-0.03,131,463740,卖盘,2017-06-23,2017-06-23 09:36:03
09:36:06,09:36:06,35.4,--,425,1504500,卖盘,2017-06-23,2017-06-23 09:36:06
09:36:09,09:36:09,35.4,--,33,116820,买盘,2017-06-23,2017-06-23 09:36:09
09:36:12,09:36:12,35.43,0.03,98,347214,买盘,2017-06-23,2017-06-23 09:36:12
09:36:15,09:36:15,35.4,-0.03,2,7080,中性盘,2017-06-23,2017-06-23 09:36:15
09:36:18,09:36:18,35.4,--,10,35400,卖盘,2017-06-23,2017-06-23 09:36:18
09:36:21,09:36:21,35.43,0.03,58,205494,买盘,2017-06-23,2017-06-23 09:36:21
09:36:24,09:36:24,35.4,-0.03,10,35400,卖盘,2017-06-23,2017-06-23 09:36:24
09:36:27,09:36:27,35.4,--,25,88500,买盘,2017-06-23,2017-06-23 09:36:27
09:36:33,09:36:33,35.37,-0.03,18,63665,卖盘,2017-06-23,2017-06-23 09:36:33
09:36:51,09:36:51,35.35,-0.02,1,3535,卖盘,2017-06-23,2017-06-23 09:36:51
