idx_time,time,price,pchange,change,volume,amount,type,date,date_time
09:25:03,09:25:03,35.89,+0.31,0.0,153,549117,0,2017-06-27,2017-06-27 09:25:03
09:30:00,09:30:00,35.89,+0.31,0.0,0,0,??,2017-06-27,2017-06-27 09:30:00
09:30:03,09:30:03,35.83,+0.14,-0.06,145,519535,??,2017-06-27,2017-06-27 09:30:03
09:30:06,09:30:06,35.83,+0.14,0.0,12,42996,??,2017-06-27,2017-06-27 09:30:06
09:30:09,09:30:09,35.88,+0.28,0.05,23,82524,??,2017-06-27,2017-06-27 09:30:09
09:30:12,09:30:12,35.88,+0.28,0.0,20,71760,??,2017-06-27,2017-06-27 09:30:12
09:30:21,09:30:21,35.8,+0.06,-0.08,1,3580,??,2017-06-27,2017-06-27 09:30:21
09:30:24,09:30:24,35.8,+0.06,0.0,1,3580,??,2017-06-27,2017-06-27 09:30:24
09:30:27,09:30:27,35.86,+0.22,0.06,2,7172,??,2017-06-27,2017-06-27 09:30:27
09:30:36,09:30:36,35.75,-0.08,-0.11,3,10725,??,2017-06-27,2017-06-27 09:30:36
09:30:42,09:30:42,35.73,-0.14,-0.02,8,28584,??,2017-06-27,2017-06-27 09:30:42
09:30:45,09:30:45,35.73,-0.14,0.0,1,3573,??,2017-06-27,2017-06-27 09:30:45
09:30:48,09:30:48,35.73,-0.14,0.0,2,7146,??,2017-06-27,2017-06-27 09:30:48
09:30:54,09:30:54,35.73,-0.14,0.0,2,7146,??,2017-06-27,2017-06-27 09:30:54
09:30:57,09:30:57,35.73,-0.14,0.0,5,17865,??,2017-06-27,2017-06-27 09:30:57
09:31:00,09:31:00,35.73,-0.14,0.0,3,10719,??,2017-06-27,2017-06-27 09:31:00
09:31:03,09:31:03,35.73,-0.14,0.0,4,14292,??,2017-06-27,2017-06-27 09:31:03
09:31:06,09:31:06,35.73,-0.14,0.0,11,39303,??,2017-06-27,2017-06-27 09:31:06
09:31:09,09:31:09,35.72,-0.17,-0.01,5,17860,??,2017-06-27,2017-06-27 09:31:09
09:31:15,09:31:15,35.73,-0.14,0.01,7,25011,??,2017-06-27,2017-06-27 09:31:15
09:31:21,09:31:21,35.79,+0.03,0.06,2,7158,??,2017-06-27,2017-06-27 09:31:21
09:31:27,09:31:27,35.75,-0.08,-0.04,63,225225,???,2017-06-27,2017-06-27 09:31:27
09:31:30,09:31:30,35.75,-0.08,0.0,1,3575,??,2017-06-27,2017-06-27 09:31:30
09:31:33,09:31:33,35.79,+0.03,0.04,2,7158,??,2017-06-27,2017-06-27 09:31:33
09:31:36,09:31:36,35.79,+0.03,0.0,8,28632,??,2017-06-27,2017-06-27 09:31:36
09:31:42,09:31:42,35.79,+0.03,0.0,1,3579,??,2017-06-27,2017-06-27 09:31:42
09:31:45,09:31:45,35.79,+0.03,0.0,5,17895,??,2017-06-27,2017-06-27 09:31:45
09:31:48,09:31:48,35.8,+0.06,0.01,12,42960,??,2017-06-27,2017-06-27 09:31:48
09:31:51,09:31:51,35.79,+0.03,-0.01,15,53685,???,2017-06-27,2017-06-27 09:31:51
09:31:54,09:31:54,35.8,+0.06,0.01,23,82555,??,2017-06-27,2017-06-27 09:31:54
09:31:57,09:31:57,35.78,0.00,-0.02,8,31987,??,2017-06-27,2017-06-27 09:31:57
09:32:00,09:32:00,35.78,0.00,0.0,7,25046,??,2017-06-27,2017-06-27 09:32:00
09:32:06,09:32:06,35.75,-0.08,-0.03,4,14300,??,2017-06-27,2017-06-27 09:32:06
09:32:09,09:32:09,35.78,0.00,0.03,1,3578,??,2017-06-27,2017-06-27 09:32:09
09:32:12,09:32:12,35.75,-0.08,-0.03,10,35750,??,2017-06-27,2017-06-27 09:32:12
09:32:12,09:32:12,35.75,-0.08,0.0,10,35750,???,2017-06-27,2017-06-27 09:32:12
09:32:24,09:32:24,35.78,0.00,0.03,3,10734,??,2017-06-27,2017-06-27 09:32:24
09:32:33,09:32:33,35.77,-0.03,-0.01,2,7154,???,2017-06-27,2017-06-27 09:32:33
09:32:39,09:32:39,35.75,-0.08,-0.02,1,3575,??,2017-06-27,2017-06-27 09:32:39
09:32:45,09:32:45,35.77,-0.03,0.02,1,3577,??,2017-06-27,2017-06-27 09:32:45
09:32:57,09:32:57,35.78,0.00,0.01,0,215,??,2017-06-27,2017-06-27 09:32:57
09:33:00,09:33:00,35.78,0.00,0.0,2,7156,??,2017-06-27,2017-06-27 09:33:00
09:33:03,09:33:03,35.78,0.00,0.0,4,14312,??,2017-06-27,2017-06-27 09:33:03
09:33:06,09:33:06,35.79,+0.03,0.01,2,7158,??,2017-06-27,2017-06-27 09:33:06
09:33:09,09:33:09,35.79,+0.03,0.0,4,14316,??,2017-06-27,2017-06-27 09:33:09
09:33:12,09:33:12,35.86,+0.22,0.07,20,71720,??,2017-06-27,2017-06-27 09:33:12
09:33:15,09:33:15,35.78,0.00,-0.08,21,75138,??,2017-06-27,2017-06-27 09:33:15
09:33:18,09:33:18,35.78,0.00,0.0,2,7156,??,2017-06-27,2017-06-27 09:33:18
09:33:24,09:33:24,35.86,+0.22,0.08,19,68134,??,2017-06-27,2017-06-27 09:33:24
09:33:27,09:33:27,35.77,-0.03,-0.09,34,121618,??,2017-06-27,2017-06-27 09:33:27
09:33:39,09:33:39,35.87,+0.25,0.1,3,10761,???,2017-06-27,2017-06-27 09:33:39
09:33:42,09:33:42,35.78,0.00,-0.09,1,3578,??,2017-06-27,2017-06-27 09:33:42
09:33:51,09:33:51,35.87,+0.25,0.09,3,10761,??,2017-06-27,2017-06-27 09:33:51
09:33:54,09:33:54,35.87,+0.25,0.0,18,64566,??,2017-06-27,2017-06-27 09:33:54
