idx_time,time,price,change,volume,amount,type,date,date_time
09:25:01,09:25:01,33.18,33.18,4232,14041776,买盘,2017-07-17,2017-07-17 09:25:01
09:29:00,09:29:00,33.18,--,0,0,买盘,2017-07-17,2017-07-17 09:29:00
09:30:03,09:30:03,33.2,0.02,2350,7802000,买盘,2017-07-17,2017-07-17 09:30:03
09:30:06,09:30:06,33.11,-0.09,5335,17664185,卖盘,2017-07-17,2017-07-17 09:30:06
09:30:09,09:30:09,33.17,0.06,820,2719940,买盘,2017-07-17,2017-07-17 09:30:09
09:30:12,09:30:12,33.18,0.01,29,96222,买盘,2017-07-17,2017-07-17 09:30:12
09:30:15,09:30:15,33.13,-0.05,45,149085,卖盘,2017-07-17,2017-07-17 09:30:15
09:30:18,09:30:18,33.0,-0.13,640,2112000,卖盘,2017-07-17,2017-07-17 09:30:18
09:30:21,09:30:21,33.19,0.19,373,1237987,卖盘,2017-07-17,2017-07-17 09:30:21
09:30:24,09:30:24,33.2,0.01,73,242360,中性盘,2017-07-17,2017-07-17 09:30:24
09:30:27,09:30:27,33.21,0.01,135,448335,中性盘,2017-07-17,2017-07-17 09:30:27
09:30:30,09:30:30,33.19,-0.02,109,361771,卖盘,2017-07-17,2017-07-17 09:30:30
09:30:33,09:30:33,33.26,0.07,52,172952,买盘,2017-07-17,2017-07-17 09:30:33
09:30:36,09:30:36,33.2,-0.06,370,1228400,卖盘,2017-07-17,2017-07-17 09:30:36
09:30:39,09:30:39,33.26,0.06,60,199560,买盘,2017-07-17,2017-07-17 09:30:39
09:30:42,09:30:42,33.26,--,410,1363660,卖盘,2017-07-17,2017-07-17 09:30:42
09:30:45,09:30:45,33.27,0.01,193,642111,买盘,2017-07-17,2017-07-17 09:30:45
09:30:48,09:30:48,33.27,--,187,622149,买盘,2017-07-17,2017-07-17 09:30:48
09:30:51,09:30:51,33.28,0.01,1186,3947008,买盘,2017-07-17,2017-07-17 09:30:51
09:30:54,09:30:54,33.28,--,377,1254656,买盘,2017-07-17,2017-07-17 09:30:54
09:30:57,09:30:57,33.29,0.01,491,1634539,买盘,2017-07-17,2017-07-17 09:30:57
09:31:00,09:31:00,33.29,--,113,376177,卖盘,2017-07-17,2017-07-17 09:31:00
09:31:03,09:31:03,33.33,0.04,116,386628,买盘,2017-07-17,2017-07-17 09:31:03
09:31:06,09:31:06,33.39,0.06,260,868140,买盘,2017-07-17,2017-07-17 09:31:06
09:31:09,09:31:09,33.4,0.01,114,380760,买盘,2017-07-17,2017-07-17 09:31:09
09:31:12,09:31:12,33.4,--,26,86840,卖盘,2017-07-17,2017-07-17 09:31:12
09:31:15,09:31:15,33.4,--,28,93520,卖盘,2017-07-17,2017-07-17 09:31:15
09:31:18,09:31:18,33.42,0.02,97,324174,买盘,2017-07-17,2017-07-17 09:31:18
09:31:21,09:31:21,33.5,0.08,267,894450,买盘,2017-07-17,2017-07-17 09:31:21
