idx_time,time,price,change,volume,amount,type,date,date_time
09:25:03,09:25:03,35.0,35,1260,4410000,买盘,2017-07-17,2017-07-17 09:25:03
09:30:00,09:30:00,34.8,-0.2,57,198359,卖盘,2017-07-17,2017-07-17 09:30:00
09:30:03,09:30:03,35.1,0.3,2255,7915050,买盘,2017-07-17,2017-07-17 09:30:03
09:30:06,09:30:06,35.24,0.14,395,1391980,买盘,2017-07-17,2017-07-17 09:30:06
09:30:09,09:30:09,35.2,-0.04,142,499840,中性盘,2017-07-17,2017-07-17 09:30:09
09:30:12,09:30:12,35.24,0.04,116,408784,买盘,2017-07-17,2017-07-17 09:30:12
09:30:15,09:30:15,35.24,--,129,454596,买盘,2017-07-17,2017-07-17 09:30:15
09:30:18,09:30:18,35.24,--,222,782328,买盘,2017-07-17,2017-07-17 09:30:18
09:30:21,09:30:21,35.26,0.02,57,200982,买盘,2017-07-17,2017-07-17 09:30:21
09:30:24,09:30:24,35.27,0.01,143,504361,中性盘,2017-07-17,2017-07-17 09:30:24
09:30:27,09:30:27,35.3,0.03,113,398889,中性盘,2017-07-17,2017-07-17 09:30:27
09:30:30,09:30:30,35.47,0.17,144,510768,买盘,2017-07-17,2017-07-17 09:30:30
09:30:33,09:30:33,35.44,-0.03,169,598936,中性盘,2017-07-17,2017-07-17 09:30:33
09:30:36,09:30:36,35.44,--,176,623744,买盘,2017-07-17,2017-07-17 09:30:36
09:30:39,09:30:39,35.35,-0.09,318,1124130,卖盘,2017-07-17,2017-07-17 09:30:39
09:30:42,09:30:42,35.35,--,198,699930,买盘,2017-07-17,2017-07-17 09:30:42
09:30:45,09:30:45,35.2,-0.15,339,1193280,卖盘,2017-07-17,2017-07-17 09:30:45
09:30:48,09:30:48,35.2,--,187,658240,买盘,2017-07-17,2017-07-17 09:30:48
09:30:51,09:30:51,35.18,-0.02,113,397534,中性盘,2017-07-17,2017-07-17 09:30:51
09:30:54,09:30:54,35.15,-0.03,110,386650,卖盘,2017-07-17,2017-07-17 09:30:54
09:30:57,09:30:57,35.0,-0.15,735,2572500,卖盘,2017-07-17,2017-07-17 09:30:57
09:31:00,09:31:00,35.0,--,854,2989000,卖盘,2017-07-17,2017-07-17 09:31:00
09:31:03,09:31:03,34.99,-0.01,199,696301,中性盘,2017-07-17,2017-07-17 09:31:03
09:31:06,09:31:06,34.99,--,84,293916,买盘,2017-07-17,2017-07-17 09:31:06
09:31:09,09:31:09,34.9,-0.09,37,129130,卖盘,2017-07-17,2017-07-17 09:31:09
09:31:12,09:31:12,34.9,--,278,970220,卖盘,2017-07-17,2017-07-17 09:31:12
09:31:15,09:31:15,34.9,--,120,418800,卖盘,2017-07-17,2017-07-17 09:31:15
09:31:18,09:31:18,34.9,--,64,223360,中性盘,2017-07-17,2017-07-17 09:31:18
09:31:21,09:31:21,34.86,-0.04,247,861042,卖盘,2017-07-17,2017-07-17 09:31:21
09:31:24,09:31:24,34.89,0.03,88,307032,买盘,2017-07-17,2017-07-17 09:31:24
09:31:27,09:31:27,34.81,-0.08,90,313290,卖盘,2017-07-17,2017-07-17 09:31:27
09:31:30,09:31:30,34.89,0.08,103,359367,买盘,2017-07-17,2017-07-17 09:31:30
09:31:33,09:31:33,34.81,-0.08,137,476897,卖盘,2017-07-17,2017-07-17 09:31:33
09:31:36,09:31:36,34.94,0.13,42,146748,买盘,2017-07-17,2017-07-17 09:31:36
09:31:39,09:31:39,34.91,-0.03,152,530632,中性盘,2017-07-17,2017-07-17 09:31:39
09:31:42,09:31:42,34.94,0.03,56,195664,买盘,2017-07-17,2017-07-17 09:31:42
09:31:45,09:31:45,34.98,0.04,23,80454,买盘,2017-07-17,2017-07-17 09:31:45
09:31:48,09:31:48,34.99,0.01,58,202942,买盘,2017-07-17,2017-07-17 09:31:48
