Date,Close,Index_predicted,Return,mean_of_group,r_cat,top_pred,top_prob
2017-11-24,3353.82,3318.9430879435236,0.0005668393040407782,0.0013940634575438315,"(-0.000124, 0.00384]",-0.0098382157260545,0.507430911064148
2017-11-27,3322.23,3333.6452859957835,-0.00941911014902419,-0.0098382157260545,"(-0.012, -0.00804]",-0.006015443286824101,0.3777085244655609
2017-11-28,3333.66,3341.1797900343768,0.0034404601728357243,0.0013940634575438315,"(-0.000124, 0.00384]",0.005703936823873401,0.7888922691345215
2017-11-29,3337.86,3338.3073335858753,0.0012598765320999128,0.0013940634575438315,"(-0.000124, 0.00384]",0.0013940634575438315,0.9834015369415283
2017-11-30,3317.19,3342.5131886523973,-0.00619259046215237,-0.006015443286824101,"(-0.00804, -0.00408]",0.0013940634575438315,0.357957124710083
2017-12-01,3317.62,3336.1110421927847,0.0001296277873741314,0.0013940634575438315,"(-0.000124, 0.00384]",0.005703936823873401,0.3323667347431183
2017-12-04,3309.62,3402.607444878141,-0.0024113671849096407,-0.0019772619275313257,"(-0.00408, -0.000124]",0.025616991963558537,0.5108022093772888
2017-12-05,3303.68,3289.711168589061,-0.001794767979405476,-0.0019772619275313257,"(-0.00408, -0.000124]",-0.006015443286824101,0.999771773815155
2017-12-06,3293.96,3388.3103440101686,-0.0029421735761332446,-0.0019772619275313257,"(-0.00408, -0.000124]",0.025616991963558537,0.5157363414764404
2017-12-07,3272.05,3298.551989266611,-0.006651568325055535,-0.006015443286824101,"(-0.00804, -0.00408]",0.0013940634575438315,0.9936593174934387
2017-12-08,3289.99,3276.611445336256,0.005482801301935902,0.005703936823873401,"(0.00384, 0.0078]",0.0013940634575438315,0.8409416079521179
2017-12-11,3322.2,3348.025898237646,0.009790303313991888,0.009682278338297186,"(0.0078, 0.0118]",0.017640144267200328,0.4502534568309784
2017-12-12,3280.81,3326.831357618652,-0.012458611763289329,-0.013940472229774408,"(-0.016, -0.012]",0.0013940634575438315,0.8770048022270203
2017-12-13,3303.04,3299.5235329711318,0.0067757657407774285,0.005703936823873401,"(0.00384, 0.0078]",0.005703936823873401,0.8691300749778748
2017-12-14,3292.44,3296.509024762887,-0.003209164890525029,-0.0019772619275313257,"(-0.00408, -0.000124]",-0.0019772619275313257,0.33757996559143066
2017-12-15,3266.14,3272.634513904729,-0.007987996744056147,-0.006015443286824101,"(-0.00804, -0.00408]",-0.006015443286824101,0.7530663013458252
2017-12-18,3267.92,3270.693206421222,0.0005449858242452255,0.0013940634575438315,"(-0.000124, 0.00384]",0.0013940634575438315,0.8737677335739136
2017-12-19,3296.54,3248.262012574122,0.008757864329604015,0.009682278338297186,"(0.0078, 0.0118]",-0.006015443286824101,0.4281805753707886
2017-12-20,3287.61,3290.0218769654157,-0.0027089008475552623,-0.0019772619275313257,"(-0.00408, -0.000124]",-0.0019772619275313257,0.5795881152153015
2017-12-21,3300.06,3292.1931369636554,0.0037869455318604306,0.0013940634575438315,"(-0.000124, 0.00384]",0.0013940634575438315,0.9572835564613342
2017-12-22,3297.06,3254.0556052134107,-0.0009090743804658352,-0.0019772619275313257,"(-0.00408, -0.000124]",-0.013940472229774408,0.5587539076805115
2017-12-25,3280.46,3315.86622194452,-0.005034788569210136,-0.006015443286824101,"(-0.00804, -0.00408]",0.005703936823873401,0.5379461050033569
2017-12-26,3306.12,3248.1861268393072,0.007822073733561696,0.009682278338297186,"(0.0078, 0.0118]",-0.0098382157260545,0.6103686094284058
2017-12-27,3275.78,3310.7289410782546,-0.00917692037796558,-0.0098382157260545,"(-0.012, -0.00804]",0.0013940634575438315,0.5064762234687805
2017-12-28,3296.38,3280.346645192953,0.0062885785980744124,0.005703936823873401,"(0.00384, 0.0078]",0.0013940634575438315,0.9978474378585815
2017-12-29,3307.17,3276.550813058179,0.0032732876670771294,0.0013940634575438315,"(-0.000124, 0.00384]",-0.006015443286824101,0.4782607853412628
2018-01-02,3348.33,3287.275906425114,0.012445686190912353,0.013653352011732544,"(0.0118, 0.0157]",-0.006015443286824101,0.5135011672973633
2018-01-03,3369.11,3352.9977844967975,0.006206078851248353,0.005703936823873401,"(0.00384, 0.0078]",0.0013940634575438315,0.979655385017395
2018-01-04,3385.71,3388.3271905926804,0.0049271172505498395,0.005703936823873401,"(0.00384, 0.0078]",0.005703936823873401,0.8154792785644531
2018-01-05,3391.75,3390.4298945888404,0.0017839685029137353,0.0013940634575438315,"(-0.000124, 0.00384]",0.0013940634575438315,0.9814949631690979
2018-01-08,3409.48,3411.0963277223727,0.00522738999041783,0.005703936823873401,"(0.00384, 0.0078]",0.005703936823873401,0.6463505625724792
2018-01-09,3413.9,3414.233031477226,0.0012963853725493912,0.0013940634575438315,"(-0.000124, 0.00384]",0.0013940634575438315,0.5851307511329651
2018-01-10,3421.83,3407.149825505601,0.002322856557016806,0.0013940634575438315,"(-0.000124, 0.00384]",-0.0019772619275313257,0.7883387804031372
